|6.6.6
dunite_stx11_1.tab                                                                                  
           2
P(bar)  
   10.000000000000000     
   1515.0505050505051     
         100
T(K)    
   800.00000000000000     
   14.141414141414142     
         100
           3
rho,kg/m3      vp,km/s        vs,km/s       
  3830.15        10.1477        5.71967     
  3832.76        10.1555        5.72191     
  3845.08        10.1976        5.74726     
  3866.00        10.2687        5.79243     
  3878.03        10.3087        5.81669     
  3880.68        10.3166        5.81912     
  3883.30        10.3244        5.82151     
  3885.91        10.3321        5.82384     
  3888.57        10.3400        5.82633     
  3891.18        10.3478        5.82869     
  3893.83        10.3557        5.83119     
  3218.49        7.20764        3.51352     
  3243.55        8.03908        4.65696     
  3248.62        8.05501        4.66318     
  3253.47        8.07049        4.66893     
  3265.27        8.11290        4.69195     
  3269.96        8.12782        4.69741     
  3274.21        8.14190        4.70185     
  3278.45        8.15584        4.70624     
  3282.95        8.17117        4.71094     
  3287.14        8.18496        4.71529     
  3291.60        8.19993        4.71986     
  3295.75        8.21353        4.72415     
  3300.14        8.22829        4.72869     
  3304.24        8.24171        4.73293     
  3308.33        8.25504        4.73715     
  3312.55        8.26901        4.74149     
  3316.60        8.28217        4.74565     
  3320.73        8.29571        4.74988     
  3324.74        8.30871        4.75399     
  3328.73        8.32164        4.75807     
  3332.79        8.33494        4.76225     
  3336.74        8.34772        4.76629     
  3340.72        8.36056        4.77031     
  3344.64        8.37319        4.77430     
  3348.54        8.38576        4.77826     
  3352.46        8.39832        4.78220     
  3356.33        8.41075        4.78611     
  3360.21        8.42318        4.79001     
  3364.05        8.43548        4.79388     
  3367.87        8.44771        4.79772     
  3371.68        8.45985        4.80151     
  3375.47        8.47196        4.80531     
  3379.27        8.48407        4.80911     
  3383.03        8.49606        4.81287     
  3386.77        8.50798        4.81660     
  3390.51        8.51984        4.82031     
  3394.23        8.53165        4.82400     
  3397.94        8.54344        4.82770     
  3401.63        8.55514        4.83135     
  3405.31        8.56677        4.83499     
  3408.97        8.57836        4.83859     
  3412.62        8.58988        4.84219     
  3416.25        8.60136        4.84576     
  3419.88        8.61281        4.84935     
  3423.49        8.62417        4.85289     
  3427.09        8.63549        4.85637     
  3430.67        8.64677        4.85989     
  3434.23        8.65798        4.86337     
  3440.26        8.67946        4.87686     
  3447.89        8.70762        4.89709     
  3451.41        8.71851        4.90059     
  3455.01        8.72960        4.90425     
  3458.51        8.74040        4.90772     
  3462.06        8.75137        4.91133     
  3465.54        8.76208        4.91476     
  3469.06        8.77296        4.91833     
  3472.51        8.78359        4.92174     
  3475.96        8.79417        4.92513     
  3479.44        8.80490        4.92863     
  3482.86        8.81540        4.93198     
  3486.31        8.82602        4.93542     
  3489.71        8.83644        4.93875     
  3493.10        8.84682        4.94205     
  3496.52        8.85732        4.94545     
  3499.88        8.86762        4.94873     
  3503.28        8.87804        4.95210     
  3506.62        8.88826        4.95534     
  3509.96        8.89844        4.95857     
  3513.32        8.90872        4.96188     
  3516.63        8.91881        4.96505     
  3521.37        8.93532        4.97239     
  3530.95        8.97298        4.99344     
  3534.21        8.98293        4.99657     
  3537.47        8.99285        4.99969     
  3554.71        9.06210        5.04172     
  3557.92        9.07187        5.04477     
  3606.47        9.25920        5.16990     
  3724.31        9.76547        5.50685     
  3727.13        9.77445        5.50954     
  3729.98        9.78358        5.51235     
  3732.78        9.79254        5.51505     
  3735.62        9.80161        5.51783     
  3738.41        9.81052        5.52051     
  3741.23        9.81953        5.52327     
  3744.01        9.82838        5.52593     
  3749.41        9.84919        5.53611     
  3752.17        9.85796        5.53873     
  3762.39        9.89865        5.56172     
  3796.73        10.0217        5.63878     
  3813.12        10.0832        5.67623     
  3815.76        10.0911        5.67857     
  3842.58        10.1823        5.73733     
  3859.22        10.2410        5.77368     
  3876.88        10.3026        5.81222     
  3879.55        10.3106        5.81474     
  3882.19        10.3184        5.81716     
  3884.83        10.3263        5.81960     
  3887.47        10.3342        5.82204     
  3890.11        10.3420        5.82447     
  3892.72        10.3498        5.82685     
  3217.00        7.20180        3.51050     
  3242.13        8.03086        4.65172     
  3247.23        8.04687        4.65802     
  3251.91        8.06209        4.66336     
  3263.85        8.10482        4.68673     
  3268.44        8.11953        4.69192     
  3272.71        8.13368        4.69639     
  3276.96        8.14772        4.70082     
  3281.47        8.16305        4.70551     
  3285.67        8.17689        4.70988     
  3290.14        8.19191        4.71446     
  3294.30        8.20555        4.71878     
  3298.70        8.22037        4.72333     
  3302.81        8.23383        4.72759     
  3306.91        8.24720        4.73182     
  3311.14        8.26121        4.73618     
  3315.20        8.27442        4.74035     
  3319.33        8.28799        4.74460     
  3323.35        8.30104        4.74872     
  3327.35        8.31401        4.75282     
  3331.42        8.32734        4.75701     
  3335.38        8.34016        4.76106     
  3339.36        8.35303        4.76510     
  3343.29        8.36571        4.76910     
  3347.20        8.37831        4.77307     
  3351.13        8.39090        4.77702     
  3355.01        8.40337        4.78095     
  3358.89        8.41584        4.78486     
  3362.74        8.42817        4.78874     
  3366.57        8.44043        4.79260     
  3370.38        8.45260        4.79640     
  3374.18        8.46474        4.80021     
  3377.98        8.47689        4.80403     
  3381.75        8.48891        4.80779     
  3385.51        8.50086        4.81154     
  3389.25        8.51275        4.81526     
  3392.97        8.52459        4.81896     
  3396.70        8.53642        4.82267     
  3400.39        8.54814        4.82633     
  3404.07        8.55980        4.82998     
  3407.74        8.57141        4.83359     
  3411.39        8.58297        4.83720     
  3415.03        8.59447        4.84078     
  3418.67        8.60595        4.84439     
  3422.28        8.61734        4.84793     
  3425.89        8.62869        4.85142     
  3429.47        8.63999        4.85496     
  3433.04        8.65123        4.85845     
  3436.60        8.66241        4.86192     
  3446.66        8.70107        4.89219     
  3450.19        8.71198        4.89571     
  3453.78        8.72309        4.89937     
  3457.29        8.73392        4.90285     
  3460.85        8.74491        4.90647     
  3464.33        8.75565        4.90991     
  3467.86        8.76654        4.91349     
  3471.32        8.77719        4.91691     
  3474.77        8.78780        4.92030     
  3478.25        8.79855        4.92381     
  3481.68        8.80907        4.92718     
  3485.14        8.81971        4.93063     
  3488.54        8.83015        4.93396     
  3491.93        8.84055        4.93728     
  3495.36        8.85107        4.94068     
  3498.73        8.86139        4.94397     
  3502.13        8.87183        4.94735     
  3505.47        8.88207        4.95060     
  3508.81        8.89227        4.95384     
  3512.18        8.90257        4.95715     
  3515.49        8.91268        4.96033     
  3518.80        8.92276        4.96353     
  3524.37        8.94298        4.97325     
  3533.09        8.97687        4.99188     
  3536.35        8.98680        4.99501     
  3553.60        9.05608        5.03706     
  3556.81        9.06587        5.04012     
  3631.88        9.36455        5.24007     
  3723.06        9.75922        5.50208     
  3725.89        9.76828        5.50482     
  3728.74        9.77743        5.50763     
  3731.55        9.78641        5.51034     
  3734.39        9.79549        5.51313     
  3737.19        9.80442        5.51582     
  3740.01        9.81345        5.51859     
  3742.80        9.82231        5.52125     
  3745.57        9.83115        5.52390     
  3750.97        9.85194        5.53409     
  3761.20        9.89267        5.55714     
  3765.63        9.90823        5.56417     
  3801.11        10.0352        5.64403     
  3814.63        10.0852        5.67407     
  3836.17        10.1559        5.71941     
  3844.77        10.1902        5.73867     
  3865.07        10.2600        5.78292     
  3878.41        10.3045        5.81032     
  3881.08        10.3125        5.81282     
  3883.73        10.3204        5.81530     
  3886.34        10.3282        5.81766     
  3888.99        10.3361        5.82012     
